"TC_ID","SC_Ref","Reference","Feature","Module","Title","Type","Priority","Precondition","Steps","Expected","Note","Status R1","Tester R1","Date R1"
"US08-TC-082","SC-82","[Tham chiếu US07] VA SC-32 – ""Không giới hạn số lượng bản ghi""","US08 – Sao chép Biểu phí","Upload file Excel","Upload file 2000 dòng → đảm bảo performance không timeout","Boundary Value","Medium","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. File Excel: sheet Code phí chứa 2000 Code phí hợp lệ (tất cả ""Có chỉnh sửa"" = ""No"").","1. Click ""Tải lên"" → chọn file 2000 dòng → ""Open"".
2. Chờ hệ thống validate.
3. Ghi nhận thời gian xử lý.","(i) Nghiệp vụ/Logic: Upload thành công. Không timeout. Hệ thống thay thế toàn bộ Code phí cũ.
(ii) UI: Phân vùng Thông tin chi tiết hiển thị 2000 Code phí.","[Nguồn: US07-TC-036] [Nguồn: VA Review] Performance test","","",""
"US08-TC-083","SC-83","[Tham chiếu US07] Table 3 – tất cả trường CÁC TRƯỜNG THÔNG TIN đều ◎ (readonly)","US08 – Sao chép Biểu phí","Màn hình lỗi","Tất cả trường trên màn hình lỗi ở trạng thái readonly (◎) — không cho chỉnh sửa trên UI","Field Validation","Medium","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. File Excel có lỗi (VD: Code phí không tồn tại) → đã hiển thị màn hình lỗi.","1. Tại màn hình ""Danh sách code phí upload lỗi"", tab Code phí.
2. Kiểm tra các cột: Mã phí, Có chỉnh sửa, Chi tiết lỗi.
3. Thử click vào bất kỳ ô dữ liệu nào.
4. Lặp lại cho tab Điều kiện tính phí và tab Quy tắc tính phí.","(i) Nghiệp vụ/Logic: Tất cả dữ liệu trên 3 tab đều readonly, không cho phép chỉnh sửa.
(ii) UI: Không có ô nào cho phép nhập liệu. Các trường hiển thị dạng text thuần.","[Nguồn: US07-TC-037]","","",""
"US08-TC-084","SC-84","[Tham chiếu US07] Table 3 – trường ""Tổng số lỗi"" và ""Chi tiết lỗi"" trên mỗi tab","US08 – Sao chép Biểu phí","Màn hình lỗi","Mỗi tab hiển thị đúng Tổng số lỗi và cột Chi tiết lỗi cho từng dòng","Field Validation","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. File Excel có 3 dòng lỗi ở sheet Code phí (VD: 1 không tồn tại, 1 trùng lặp, 1 bỏ trống).","1. Upload file → màn hình lỗi.
2. Tại tab Code phí, kiểm tra ""Tổng số lỗi"".
3. Kiểm tra cột ""Chi tiết lỗi"" từng dòng.
4. Lặp lại cho tab Điều kiện và Quy tắc (nếu có lỗi).","(i) Nghiệp vụ/Logic: Tổng số lỗi = 3 tại tab Code phí. Mỗi dòng có Chi tiết lỗi mô tả cụ thể.
(ii) UI: ""Tổng số lỗi"" hiển thị số 3. Cột Chi tiết lỗi có nội dung lỗi riêng cho từng dòng.","[Nguồn: US07-TC-038]","","",""
"US08-TC-085","SC-85","[Tham chiếu US07] Table 3, nút ""Đóng"" – Áp dụng QTC-15","US08 – Sao chép Biểu phí","Màn hình lỗi","Nhấn nút ""Đóng"" trên màn hình lỗi → thoát không popup, quay về màn hình Biểu phí","Field Validation","Medium","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. Đang ở màn hình ""Danh sách code phí upload lỗi"".","1. Tại màn hình lỗi, click nút ""Đóng"".
2. Quan sát hành vi hệ thống.","(i) Nghiệp vụ/Logic: Hệ thống đóng màn hình lỗi. Không lưu, không thay đổi dữ liệu Biểu phí.
(ii) UI: Không hiển thị popup xác nhận. Quay về màn hình Biểu phí.","[Nguồn: US07-TC-039] [Theo QTC-15]","","",""
"US08-TC-086","SC-86","[Tham chiếu US07] Table 3, nút ""Upload lại"" – ""Thực hiện lại luồng upload file excel""","US08 – Sao chép Biểu phí","Màn hình lỗi","Nhấn nút ""Upload lại"" → mở lại luồng upload file Excel","Field Validation","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. Đang ở màn hình ""Danh sách code phí upload lỗi"".","1. Tại màn hình lỗi, click nút ""Upload lại"".
2. Quan sát hành vi hệ thống.","(i) Nghiệp vụ/Logic: Hệ thống mở lại dialog chọn file để upload file mới.
(ii) UI: Dialog chọn file xuất hiện.","[Nguồn: US07-TC-040]","","",""
"US08-TC-087","SC-87","[Tham chiếu US07] VA SC-33 – ""Hệ thống mặc định bỏ qua""","US08 – Sao chép Biểu phí","Upload file Excel","Code phí = No nhưng user vẫn nhập data ở sheet Điều kiện/Quy tắc → hệ thống bỏ qua, không lỗi","Field Validation","Medium","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. File Excel: Code phí ""228-01-0002"" với ""Có chỉnh sửa"" = ""No"".
4. Sheet Điều kiện có dòng ParentId = ""228-01-0002"" với dữ liệu bất kỳ.","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Kiểm tra kết quả.","(i) Nghiệp vụ/Logic: Hệ thống bỏ qua dữ liệu ở sheet con cho ""228-01-0002"" (vì = No). Upload thành công nếu các Code phí khác hợp lệ.
(ii) UI: Không hiển thị lỗi cho ""228-01-0002"".","[Nguồn: US07-TC-041] [Nguồn: VA Review]","","",""
"US08-TC-088","SC-88","[Tham chiếu US07] VA SC-23 – ""Với KH=No, người dùng để trống Segment""","US08 – Sao chép Biểu phí","Validate Sheet Quy tắc tính phí","Nhập Segment khi Code phí có ""Khai báo theo nhóm KH"" = No → lỗi tại tab Quy tắc","Field Validation","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. Code phí ""228-02-0001"" có ""Khai báo theo nhóm KH"" = No.
4. File Excel: sheet Quy tắc, ParentId = ""228-02-0001"", Segment = ""KH thông thường"" (phải bỏ trống).","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Quy tắc.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Code phí KH=No phải bỏ trống Segment.
(ii) UI: Tab Quy tắc hiển thị dòng lỗi.","[Nguồn: US07-TC-042] [Nguồn: VA Review]","","",""
"US08-TC-089","SC-89","[Tham chiếu US07] BA xác nhận – ""highlight tại sheet code phí"" (QA-03.3)","US08 – Sao chép Biểu phí","Validate Sheet Code phí","Chỉnh sửa = Yes nhưng thiếu dữ liệu ở sheet Điều kiện/Quy tắc → lỗi tại tab Code phí","Business Logic","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. Code phí ""228-01-0001"" hợp lệ, ""Có chỉnh sửa"" = ""Yes"".
4. File Excel: sheet Điều kiện và sheet Quy tắc KHÔNG có dòng nào với ParentId = ""228-01-0001"".","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Code phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Code phí ""228-01-0001"" khai báo chỉnh sửa nhưng thiếu dữ liệu sheet con.
(ii) UI: Tab Code phí hiển thị lỗi ""thiếu dữ liệu tại sheet con"" cho ""228-01-0001"".","[Nguồn: US07-TC-044]","","",""
"US08-TC-090","SC-90","[Tham chiếu US07] BA xác nhận – ""nhóm KH chỉ có Hoạt động/Không hoạt động""","US08 – Sao chép Biểu phí","Validate Sheet Quy tắc tính phí","Segment nhập Nhóm KH đang Không hoạt động (Inactive) → lỗi","Business Logic","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. Code phí ""228-01-0001"" có ""Khai báo theo nhóm KH"" = Yes.
4. Nhóm KH ""NSNN-Gold"" đang ở trạng thái ""Không hoạt động"".
5. File Excel: sheet Quy tắc, Segment = ""NSNN-Gold"".","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Quy tắc.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Nhóm KH ""NSNN-Gold"" đang Không hoạt động.
(ii) UI: Tab Quy tắc hiển thị dòng lỗi cho Segment ""NSNN-Gold"".","[Nguồn: US07-TC-045]","","",""
"US08-TC-091","SC-91","[Tham chiếu US07] BA xác nhận – ""exact match"" (QA-03.1)","US08 – Sao chép Biểu phí","Validate Sheet Điều kiện tính phí","Trường readonly nhập sai case (VD: ""etl khách hàng"" thay vì ""ETL Khách hàng"") → exact match → lỗi","Business Logic","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. Code phí ""228-01-0001"" có Nguồn DL = ""ETL Khách hàng"" (exact).
4. File Excel: Nguồn dữ liệu = ""etl khách hàng"" (sai case).","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Điều kiện.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. ""etl khách hàng"" không exact match ""ETL Khách hàng"".
(ii) UI: Tab Điều kiện hiển thị dòng lỗi.","[Nguồn: US07-TC-046]","","",""
"US08-TC-092","SC-92","[Tham chiếu US07] Bước 4.1 và Bước 5 – ""Tham chiếu tới luồng Thêm mới/Sửa Biểu phí tại US06""","US08 – Sao chép Biểu phí","Upload file Excel","Upload thành công → dữ liệu hiển thị trên phân vùng Thông tin chi tiết → tham chiếu US06","Business Logic","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. File Excel hợp lệ chứa 5 Code phí.","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate thành công.
3. Kiểm tra phân vùng Thông tin chi tiết.
4. Thực hiện lưu Biểu phí (tham chiếu US06).
+ 4. Kiểm tra danh sách Code phí mới hiển thị đầy đủ trên phân vùng Thông tin chi tiết.","(i) Bước 3 — 5 Code phí mới hiển thị... Bước 4 — Tiếp tục luồng US06...
(i) Nghiệp vụ/Logic: 5 Code phí mới thay thế Code phí cũ trên Phân vùng Thông tin chi tiết.
Dữ liệu chưa được lưu vào DB (chỉ hiển thị tạm trên FE).
Maker phải click ""Xác nhận"" (US06) để tạo tác vụ Chờ duyệt.
(ii) UI: Phân vùng Thông tin chi tiết hiển thị 5 Code phí mới.
Nút ""Xác nhận"" của màn hình Chỉnh sửa Biểu phí vẫn enabled.","[Nguồn: US07-TC-047] [Theo QTC-12]","","",""
"US08-TC-093","SC-93","[Tham chiếu US07] QTC-11 + NFR – chống spam click cho hành động upload","US08 – Sao chép Biểu phí","Upload file Excel","Spam click nút ""Tải lên"" (double-click) → hệ thống chỉ xử lý 1 lần","NFR","Medium","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. File Excel hợp lệ.","1. Trên form Thêm mới (clone), double-click nhanh nút ""Tải lên"".
2. Quan sát số lượng dialog chọn file xuất hiện.","(i) Nghiệp vụ/Logic: Hệ thống chỉ xử lý 1 request upload, không tạo trùng lặp.
(ii) UI: Chỉ mở 1 dialog chọn file.","[Nguồn: US07-TC-048] [Theo QTC-11]","","",""
"US08-TC-094","SC-94","[Tham chiếu US07] NFR – chống spam click cho nút Upload lại","US08 – Sao chép Biểu phí","Màn hình lỗi","Spam click nút ""Upload lại"" → chỉ mở 1 dialog chọn file","NFR","Medium","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. Đang ở màn hình ""Danh sách code phí upload lỗi"".","1. Double-click nhanh nút ""Upload lại"".
2. Quan sát số lượng dialog chọn file.","(i) Nghiệp vụ/Logic: Hệ thống chỉ mở 1 dialog, không mở trùng.
(ii) UI: 1 dialog chọn file duy nhất.","[Nguồn: US07-TC-049]","","",""
